capital_gain,capital_loss,hours_pw,gender,income_bracket,age,country_name,education,ethnicity,relationship_role,marital_relationship,marriage_status,work_class,occupation
0-9K,0-1K,40-49,F,<=50K,50-59,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Exec-managerial
0-9K,0-1K,40-49,F,<=50K,10-19,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,30-39,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,20-29,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,30-39,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,20-29,M,<=50K,50-59,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,30-39,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,30-39,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,30-39,M,<=50K,50-59,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,30-39,F,<=50K,40-49,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,1-2K,40-49,F,<=50K,30-39,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,30-39,F,<=50K,10-19,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,30-39,F,<=50K,10-19,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,50-59,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,20-29,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,30-39,F,<=50K,30-39,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,50-59,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,50-59,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,30-39,F,<=50K,10-19,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,20-29,M,<=50K,10-19,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,10-19,F,<=50K,40-49,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,50-59,F,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,60-69,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,60-69,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,10-19,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,50-59,M,<=50K,40-49,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,50-59,M,<=50K,30-39,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,30-39,M,<=50K,10-19,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,10-19,F,<=50K,10-19,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Transport-moving
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Transport-moving
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Transport-moving
0-9K,0-1K,50-59,M,<=50K,30-39,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Transport-moving
0-9K,0-1K,50-59,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Transport-moving
0-9K,0-1K,40-49,M,<=50K,10-19,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Self-emp-not-inc,Farming-fishing
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Machine-op-inspct
0-9K,0-1K,40-49,M,<=50K,10-19,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Machine-op-inspct
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Machine-op-inspct
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Machine-op-inspct
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Machine-op-inspct
0-9K,0-1K,0-9,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Machine-op-inspct
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Machine-op-inspct
0-9K,0-1K,50-59,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Machine-op-inspct
0-9K,0-1K,40-49,M,<=50K,10-19,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Machine-op-inspct
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Machine-op-inspct
0-9K,0-1K,40-49,F,<=50K,10-19,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Machine-op-inspct
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Machine-op-inspct
0-9K,0-1K,30-39,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Machine-op-inspct
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Tech-support
0-9K,0-1K,50-59,M,<=50K,40-49,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Tech-support
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Tech-support
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,60-69,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,40-49,M,<=50K,10-19,United-States,HS-grad,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,30-39,F,<=50K,10-19,United-States,HS-grad,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,HS-grad,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Federal-gov,Adm-clerical
0-9K,0-1K,20-29,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Federal-gov,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Federal-gov,Adm-clerical
0-9K,0-1K,20-29,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Federal-gov,Adm-clerical
0-9K,0-1K,0-9,F,<=50K,30-39,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Self-emp-not-inc,Sales
0-9K,0-1K,50-59,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Local-gov,Handlers-cleaners
0-9K,0-1K,20-29,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Local-gov,Adm-clerical
0-9K,0-1K,30-39,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Self-emp-not-inc,Other-service
0-9K,0-1K,30-39,F,<=50K,30-39,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Self-emp-not-inc,Other-service
0-9K,0-1K,20-29,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Self-emp-not-inc,Craft-repair
0-9K,0-1K,10-19,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Local-gov,Other-service
0-9K,0-1K,30-39,M,<=50K,10-19,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Farming-fishing
0-9K,0-1K,50-59,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Farming-fishing
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Protective-serv
0-9K,0-1K,10-19,F,<=50K,10-19,United-States,HS-grad,White,Other-relative,Never-married,Not Married,Private,Priv-house-serv
0-9K,0-1K,10-19,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Handlers-cleaners
0-9K,0-1K,10-19,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Handlers-cleaners
0-9K,0-1K,20-29,M,<=50K,30-39,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Handlers-cleaners
0-9K,0-1K,20-29,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Handlers-cleaners
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Handlers-cleaners
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Prof-specialty
0-9K,1-2K,40-49,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Exec-managerial
0-9K,0-1K,50-59,F,<=50K,30-39,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Exec-managerial
0-9K,0-1K,20-29,F,<=50K,10-19,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,20-29,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,30-39,F,<=50K,10-19,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,20-29,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,10-19,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,20-29,F,<=50K,10-19,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,20-29,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,40-49,F,<=50K,10-19,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,20-29,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,20-29,F,<=50K,10-19,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,10-19,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,10-19,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,20-29,F,<=50K,30-39,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,20-29,M,<=50K,10-19,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,20-29,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,60-69,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,20-29,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,20-29,F,<=50K,10-19,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,10-19,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,30-39,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,20-29,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,30-39,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,60-69,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,50-59,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,40-49,M,<=50K,10-19,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,20-29,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Sales
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Transport-moving
0-9K,0-1K,50-59,M,<=50K,10-19,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Machine-op-inspct
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Machine-op-inspct
0-9K,0-1K,40-49,M,<=50K,70-79,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Tech-support
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Tech-support
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Tech-support
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,20-29,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,10-19,F,<=50K,10-19,United-States,Some-college,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,10-19,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,30-39,F,<=50K,10-19,United-States,Some-college,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Local-gov,Protective-serv
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Federal-gov,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,Some-college,White,Other-relative,Never-married,Not Married,Federal-gov,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Federal-gov,Adm-clerical
0-9K,0-1K,10-19,F,<=50K,70-79,United-States,Some-college,White,Other-relative,Never-married,Not Married,Local-gov,Prof-specialty
0-9K,0-1K,10-19,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Local-gov,Prof-specialty
0-9K,0-1K,0-9,M,<=50K,40-49,United-States,Some-college,White,Other-relative,Never-married,Not Married,Local-gov,Prof-specialty
0-9K,0-1K,50-59,M,<=50K,40-49,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Farming-fishing
0-9K,0-1K,60-69,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Private,Farming-fishing
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Never-married,Not Married,Federal-gov,Armed-Forces
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Some-college,White,Other-relative,Never-married,Not Married,Federal-gov,Craft-repair
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Handlers-cleaners
0-9K,0-1K,30-39,M,<=50K,10-19,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Handlers-cleaners
0-9K,0-1K,0-9,M,<=50K,10-19,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,20-29,M,<=50K,10-19,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,20-29,M,<=50K,10-19,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,10-19,F,<=50K,10-19,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,40-49,F,<=50K,10-19,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,20-29,M,<=50K,10-19,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,30-39,M,<=50K,10-19,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,10-19,F,<=50K,10-19,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,20-29,F,<=50K,10-19,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,20-29,F,<=50K,10-19,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,10-19,F,<=50K,10-19,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,60-69,M,<=50K,20-29,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,20-29,M,<=50K,10-19,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,10-19,M,<=50K,10-19,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Transport-moving
0-9K,0-1K,40-49,F,<=50K,50-59,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Machine-op-inspct
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,11th,White,Other-relative,Never-married,Not Married,Private,Tech-support
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,11th,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,20-29,F,<=50K,10-19,United-States,11th,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,0-9,M,<=50K,10-19,United-States,11th,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,20-29,F,<=50K,10-19,United-States,11th,White,Other-relative,Never-married,Not Married,?,?
0-9K,2-3K,40-49,M,>50K,50-59,United-States,11th,White,Other-relative,Never-married,Not Married,Self-emp-inc,Exec-managerial
0-9K,0-1K,20-29,F,<=50K,10-19,United-States,11th,White,Other-relative,Never-married,Not Married,Local-gov,Adm-clerical
0-9K,0-1K,30-39,F,<=50K,60-69,United-States,Assoc-acdm,White,Other-relative,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,20-29,M,<=50K,40-49,United-States,Assoc-acdm,White,Other-relative,Never-married,Not Married,Private,Other-service
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Assoc-acdm,White,Other-relative,Never-married,Not Married,Private,Craft-repair
10-19K,0-1K,40-49,M,>50K,40-49,United-States,Assoc-acdm,White,Other-relative,Never-married,Not Married,Self-emp-not-inc,Farming-fishing
0-9K,0-1K,10-19,F,<=50K,20-29,United-States,Assoc-acdm,White,Other-relative,Never-married,Not Married,Private,Machine-op-inspct
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Assoc-acdm,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Assoc-acdm,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,10-19,M,<=50K,20-29,United-States,Assoc-acdm,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Assoc-acdm,White,Other-relative,Never-married,Not Married,?,?
0-9K,0-1K,0-9,F,<=50K,60-69,United-States,Masters,White,Other-relative,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Masters,White,Other-relative,Never-married,Not Married,State-gov,Prof-specialty
0-9K,0-1K,20-29,M,<=50K,20-29,United-States,Masters,White,Other-relative,Never-married,Not Married,Private,Tech-support
10-19K,0-1K,70-79,F,>50K,60-69,United-States,Masters,White,Other-relative,Never-married,Not Married,Local-gov,Exec-managerial
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,Assoc-voc,White,Other-relative,Never-married,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Assoc-voc,White,Other-relative,Never-married,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Assoc-voc,White,Other-relative,Never-married,Not Married,Private,Craft-repair
